$ Fuselage ASET
$
$.......2.......3.......4.......5.......6.......7.......8.......9.......0
ASET1   3       950001
ASET1   4       950001
ASET1   5       950001
ASET1   6       950001
$ ENGINE MOUNTS
ASET1   1       951001
ASET1   2       951001
ASET1   3       951001
ASET1   4       951001
ASET1   5       951001
ASET1   6       951001
ASET1   1       951000
ASET1   2       951000
ASET1   3       951000
ASET1   4       951000
ASET1   5       951000
ASET1   6       951000
$ BRS
ASET1   1       63000
ASET1   2       63000
ASET1   3       63000
ASET1   4       63000
ASET1   5       63000
ASET1   6       63000
$ AVIONICS PALLET
ASET1   1       63002
ASET1   2       63002
ASET1   3       63002
ASET1   4       63002
ASET1   5       63002
ASET1   6       63002
$ MORE AVIONICS BAY
ASET1   1       63005
ASET1   2       63005
ASET1   3       63005
ASET1   4       63005
ASET1   5       63005
ASET1   6       63005
$
$ Flight Test Boom
ASET1   2       64000
ASET1   3       64000
ASET1   2       64001
ASET1   3       64001
ASET1   2       64002
ASET1   3       64002
ASET1   2       64003
ASET1   3       64003
ASET1   2       64004
ASET1   3       64004
ASET1   2       64005
ASET1   3       64005
ASET1   2       64006
ASET1   3       64006
ASET1   6       64006
ASET1   2       64007
ASET1   3       64007
ASET1   5       64007
ASET1   2       64008
ASET1   3       64008
$ Trailing Edge Fuse            
ASET1   3       21311
ASET1   3       21323
ASET1   3       21335
ASET1   3       21347
$ Pilot Camera
ASET1   1       25410
ASET1   2       25410
ASET1   3       25410
ASET1   4       25410
ASET1   5       25410
ASET1   6       25410
$ Wing Cameras
ASET1   3       16069
ASET1   3       16064
$ MIDG
ASET1   1       10109
ASET1   2       10109
ASET1   3       10109
ASET1   4       10109
ASET1   5       10109
ASET1   6       10109
$ Gyros
ASET1   4       10042
ASET1   5       10042
ASET1   6       10042
$ Ballast Locations
ASET1   1       18000
ASET1   2       18000
ASET1   3       18000
ASET1   1       18004
ASET1   2       18004
ASET1   3       18004
ASET1   1       18005
ASET1   2       18005
ASET1   3       18005
ASET1   1       18009
ASET1   2       18009
ASET1   3       18009
ASET1   1       10005
ASET1   2       10005
ASET1   3       10005
ASET1   4       10005
ASET1   5       10005
ASET1   6       10005
ASET1   1       10009
ASET1   2       10009
ASET1   3       10009
ASET1   4       10009
ASET1   5       10009
ASET1   6       10009
$ FRONT BAY
ASET1   1       63010
ASET1   2       63010
ASET1   3       63010
ASET1   4       63010
ASET1   5       63010
ASET1   6       63010  
$ BRAKE SYSTEM
ASET1   1       63011
ASET1   2       63011
ASET1   3       63011
ASET1   4       63011
ASET1   5       63011
ASET1   6       63011

